audit_speed,audit_length,audit_height,audit_width,audit_gap,audit_headway,audit_occupancy,vehicleClass
98.0,4466,1640,1730,1300,1465,163,4 ล้อ
95.0,3457,1480,1500,1050,1198,130,4 ล้อ
94.0,4751,1740,1760,3148,3263,180,4 ล้อ
63.0,19569,3950,2590,6876,7024,1109,มากกว่า 6 
79.0,19009,3780,2720,6892,7042,858,มากกว่า 6 
70.0,9687,3440,2530,1137,1351,496,มากกว่า 6 
81.0,9329,3790,2500,3396,3513,412,6 ล้อ
68.0,11390,3290,2340,4666,4879,598,มากกว่า 6 
68.0,12500,3630,2570,4827,5044,665,มากกว่า 6 
71.0,6796,3090,2250,1490,1982,343,6 ล้อ
60.0,10035,3820,2570,8623,8904,596,6 ล้อ
80.0,10016,3810,2590,4081,4279,447,6 ล้อ
73.0,9404,3320,2500,1733,1980,463,6 ล้อ
81.0,8000,3280,2210,1695,1877,349,6 ล้อ
61.0,13000,4130,2570,1412,1579,758,มากกว่า 6 
65.0,8808,3390,2420,4578,4875,480,6 ล้อ
74.0,16949,2940,2580,6748,6977,814,มากกว่า 6 
77.0,9838,3810,2610,5130,5179,459,6 ล้อ
56.0,18000,4210,2700,2688,2854,1146,มากกว่า 6 
111.0,5051,1450,1720,2633,2764,163,4 ล้อ
75.0,16447,4440,2480,10124,10307,779,มากกว่า 6 
72.0,16375,4460,2470,16669,16867,807,มากกว่า 6 
89.0,9863,3810,1570,1234,1449,394,มากกว่า 6 
60.0,9153,3370,2580,11544,11708,545,6 ล้อ
83.0,9481,3990,2620,41190,41321,407,6 ล้อ
69.0,17466,4450,2520,5020,5184,907,มากกว่า 6 
73.0,10105,3800,2560,2867,2998,497,6 ล้อ
68.0,8000,3340,2460,9443,9624,409,6 ล้อ
61.0,16713,4080,2510,3334,3615,979,มากกว่า 6 
67.0,15382,4440,2470,1652,1900,823,มากกว่า 6 
105.0,4303,1700,1250,54147,54376,147,4 ล้อ
85.0,3510,1430,1510,468,632,147,4 ล้อ
81.0,4824,1710,1770,1664,1778,213,4 ล้อ
67.0,12500,3380,2590,2484,2799,697,มากกว่า 6 
94.0,3849,1410,1410,2832,3031,147,4 ล้อ
79.0,9756,3730,2540,3945,4093,442,6 ล้อ
71.0,8156,3220,2190,3137,3878,411,6 ล้อ
100.0,5023,1580,1590,7143,7358,180,4 ล้อ
62.0,10302,4010,2600,1964,2195,591,6 ล้อ
65.0,8084,2620,2530,25707,25855,445,มากกว่า 6 
78.0,12500,3290,2530,2179,2427,600,มากกว่า 6 
68.0,10068,3820,2580,5596,6627,530,6 ล้อ
60.0,10000,3950,2510,5317,5827,596,มากกว่า 6 
75.0,8000,3590,2460,6414,6662,375,6 ล้อ
71.0,16753,4490,2480,4079,4260,846,มากกว่า 6 
67.0,7369,3310,2490,2038,2317,394,6 ล้อ
37.0,20000,3930,2620,3831,4362,2018,มากกว่า 6 
78.0,10112,3890,2600,6282,6496,463,6 ล้อ
61.0,18000,4140,2580,3451,4595,1079,มากกว่า 6 
87.0,8370,3510,2500,45717,45914,343,6 ล้อ
59.0,9503,3840,2670,6227,6360,574,6 ล้อ
78.0,11000,4310,1800,1561,2069,475,มากกว่า 6 
75.0,8274,3920,2480,12281,12735,392,มากกว่า 6 
67.0,9339,2710,2520,11724,11969,494,มากกว่า 6 
59.0,9264,3080,3170,1387,1715,562,6 ล้อ
61.0,8964,3660,2430,1758,2117,525,6 ล้อ
40.0,20000,3970,2620,479,1379,2176,มากกว่า 6 
70.0,15404,4450,2540,2366,2631,790,มากกว่า 6 
69.0,8198,3210,2420,2796,3248,426,6 ล้อ
63.0,9053,3210,2350,1652,2485,511,มากกว่า 6 
70.0,9677,3890,2590,4299,4545,491,6 ล้อ
76.0,8471,3200,2550,14288,14419,400,มากกว่า 6 
64.0,4395,2610,1740,1214,1461,246,4 ล้อ
77.0,20000,3820,2620,6896,7145,1013,มากกว่า 6 
73.0,9393,3800,2580,28985,29135,458,6 ล้อ
53.0,7634,3460,2350,4293,4558,510,6 ล้อ
96.0,5000,2770,1180,18972,19432,178,4 ล้อ
88.0,4433,1730,1490,2548,2729,180,4 ล้อ
89.0,9746,3830,2540,4350,4564,393,6 ล้อ
69.0,19929,3590,2880,2047,2194,1027,มากกว่า 6 
87.0,6403,2960,2010,2685,2765,264,6 ล้อ
75.0,4489,1800,1520,1202,1383,213,4 ล้อ
78.0,9576,3830,2600,5714,5896,441,6 ล้อ
102.0,5200,2910,1740,4986,5166,197,4 ล้อ
74.0,4105,1510,1550,216,477,198,4 ล้อ
88.0,4014,1820,1390,6815,6946,163,4 ล้อ
100.0,3617,1650,1730,2795,2943,130,4 ล้อ
94.0,4283,1930,1620,2747,2878,163,4 ล้อ
101.0,4183,1770,1580,2280,2362,147,4 ล้อ
96.0,3940,1490,1520,4263,4393,147,4 ล้อ
90.0,4990,2600,1510,5511,5742,198,4 ล้อ
78.0,8835,3980,2330,2550,2698,407,6 ล้อ
83.0,8799,2900,1980,1511,1727,380,6 ล้อ
102.0,3731,1330,1420,1201,1315,131,4 ล้อ
78.0,11534,3910,2620,1132,1364,529,6 ล้อ
72.0,8685,2760,2320,2580,2812,429,มากกว่า 6 
74.0,4810,1800,1500,1680,1861,231,4 ล้อ
75.0,11104,4030,2630,19737,20467,529,6 ล้อ
95.0,4360,1760,1520,2600,2779,163,4 ล้อ
84.0,8000,3150,2310,6280,6427,243,6 ล้อ
120.0,4950,1610,1200,1933,2064,147,4 ล้อ
67.0,15644,4410,2540,7294,7458,840,มากกว่า 6 
109.0,3471,1410,1430,5183,5396,114,4 ล้อ
126.0,5094,2720,1550,25330,25461,144,4 ล้อ
70.0,11362,3370,2600,8362,8527,577,มากกว่า 6 
55.0,9699,4040,2620,1304,2313,624,6 ล้อ
78.0,4298,1780,860,2084,2314,197,4 ล้อ
60.0,20000,3920,2580,336,968,1217,มากกว่า 6 
87.0,4764,2470,1740,3200,3347,195,4 ล้อ
67.0,8655,3080,2550,8361,8609,461,6 ล้อ
69.0,15670,4410,2500,1023,1831,806,มากกว่า 6 
22.0,5100,2110,1600,1779,2644,829,4 ล้อ
65.0,17000,3130,2660,11116,11950,909,มากกว่า 6 
62.0,9695,3890,2620,1204,1469,558,6 ล้อ
111.0,4035,1760,1310,5926,6074,130,4 ล้อ
104.0,4703,2160,1690,1714,1913,162,4 ล้อ
62.0,16741,4410,2530,2946,3494,961,มากกว่า 6 
75.0,11882,4130,2500,11308,11455,563,มากกว่า 6 
74.0,16547,3520,2510,7515,7713,795,มากกว่า 6 
82.0,17749,4120,2500,3266,3447,774,มากกว่า 6 
69.0,9242,3420,2060,7724,7872,479,มากกว่า 6 
37.0,7455,2160,2440,1448,1913,713,6 ล้อ
76.0,9009,3800,2560,1737,1966,424,6 ล้อ
100.0,3647,1450,1660,1535,1682,130,4 ล้อ
61.0,11876,4250,2490,5397,5562,692,มากกว่า 6 
75.0,10441,3880,2500,2197,2727,497,6 ล้อ
96.0,3947,1380,1590,12405,12583,147,4 ล้อ
79.0,18000,4430,2500,3267,3496,824,มากกว่า 6 
74.0,8846,2730,2020,3164,3378,429,มากกว่า 6 
84.0,9686,3750,2470,4053,4217,413,6 ล้อ
89.0,3641,1430,1420,983,1179,147,4 ล้อ
106.0,4833,2380,1550,1534,1682,163,4 ล้อ
94.0,5000,2240,1740,2538,2686,179,4 ล้อ
84.0,5025,2490,1750,1048,1212,214,4 ล้อ
61.0,16045,4420,2510,1466,1632,940,มากกว่า 6 
102.0,4665,1670,1450,2786,2934,163,4 ล้อ
81.0,11152,3860,1840,8578,8693,492,มากกว่า 6 
84.0,9937,3790,2610,2388,3151,425,6 ล้อ
70.0,15556,4420,2470,19304,20250,790,มากกว่า 6 
67.0,9150,3890,2580,5746,5877,491,มากกว่า 6 
91.0,3751,1440,1590,3521,3716,147,4 ล้อ
74.0,5000,2110,1950,4611,4927,212,6 ล้อ
81.0,8918,2450,2220,8571,8787,395,6 ล้อ
61.0,16117,4520,2510,1112,1578,945,มากกว่า 6 
78.0,9967,3850,2610,6237,6812,459,6 ล้อ
118.0,4854,2050,1780,4629,4761,147,4 ล้อ
61.0,5200,1780,1730,1234,1501,347,4 ล้อ
71.0,19832,3870,2630,9194,9391,996,มากกว่า 6 
69.0,16996,4430,2510,3226,3391,879,มากกว่า 6 
91.0,17283,4380,2800,53182,53630,680,มากกว่า 6 
87.0,4312,2650,1710,1387,1583,178,4 ล้อ
95.0,4806,1730,1200,1334,1498,180,4 ล้อ
76.0,8000,3320,2420,2352,3098,367,6 ล้อ
79.0,4006,1520,1580,515,712,181,4 ล้อ
63.0,17435,4470,2500,31691,31886,995,มากกว่า 6 
62.0,16877,3860,2640,10525,10704,964,มากกว่า 6 
106.0,4335,1690,1710,1981,2130,147,4 ล้อ
64.0,9792,3820,2430,1570,1867,546,6 ล้อ
67.0,18000,4440,2480,1081,1247,979,มากกว่า 6 
74.0,9259,3590,2590,5393,5691,446,6 ล้อ
85.0,10879,3770,2630,1187,2013,459,มากกว่า 6 
72.0,10234,3910,2630,3415,3912,508,6 ล้อ
81.0,4456,1660,1320,1565,1764,197,4 ล้อ
69.0,11538,3680,2490,2919,3796,593,มากกว่า 6 
82.0,4832,2490,1710,3929,4110,211,4 ล้อ
75.0,17394,3280,2310,47405,47551,829,มากกว่า 6 
89.0,4091,1450,1640,670,868,164,4 ล้อ
69.0,19829,3900,2580,2765,2997,1030,มากกว่า 6 
60.0,16726,4110,2500,10143,10358,997,มากกว่า 6 
41.0,3860,1420,1660,1454,1768,331,4 ล้อ
98.0,4441,2460,950,6195,6343,162,4 ล้อ
106.0,3354,1590,1328,8744,8892,113,4 ล้อ
76.0,4526,1690,1660,656,868,213,4 ล้อ
72.0,9586,3860,2630,5548,5744,475,มากกว่า 6 
89.0,4900,1750,1520,41405,41553,197,4 ล้อ
99.0,4993,1900,1740,2950,3097,179,4 ล้อ
77.0,8909,3460,2440,3079,3576,414,6 ล้อ
73.0,18047,3390,1940,554,768,878,มากกว่า 6 
106.0,3875,1510,1650,5613,5760,130,4 ล้อ
0.0,0,2890,2600,2222,3031,827,มากกว่า 6 
65.0,14672,4070,2540,1352,1566,810,มากกว่า 6 
81.0,8843,3860,2560,37900,38098,391,6 ล้อ
75.0,8000,2700,2230,5416,6210,362,6 ล้อ
92.0,4214,1750,1480,801,949,163,4 ล้อ
70.0,8000,3920,2540,2043,2867,390,มากกว่า 6 
86.0,9404,3950,2420,6250,6431,393,6 ล้อ
46.0,9699,3800,2540,2146,2562,746,6 ล้อ
88.0,9711,3730,2500,2169,2666,394,6 ล้อ
86.0,9501,2850,2570,3083,3478,394,มากกว่า 6 
73.0,19366,3890,3060,2366,2514,944,มากกว่า 6 
58.0,18000,3620,2400,2913,3097,1265,มากกว่า 6 
26.0,4589,1450,1880,2349,3045,615,4 ล้อ
69.0,17133,3620,2470,1534,1732,884,มากกว่า 6 
65.0,13000,4260,2500,949,1432,624,มากกว่า 6 
99.0,4059,1400,1328,914,1062,147,4 ล้อ
112.0,4098,1410,1420,12237,12419,130,4 ล้อ
74.0,8000,3420,2330,15634,16531,350,6 ล้อ
67.0,8963,3820,2420,4183,4283,475,มากกว่า 6 
83.0,9528,3810,1980,2551,2716,410,6 ล้อ
61.0,9574,3810,2590,5563,5808,562,6 ล้อ
63.0,8000,2920,2330,4042,4877,428,6 ล้อ
73.0,10111,3790,2580,3601,4531,496,6 ล้อ
72.0,16306,4390,2530,4100,4346,807,มากกว่า 6 
56.0,8000,3450,2360,646,1715,442,6 ล้อ
77.0,10011,3790,2610,23874,24555,463,6 ล้อ
83.0,9434,3800,2590,4436,4633,408,6 ล้อ
63.0,9219,3750,2180,7315,7463,525,6 ล้อ
86.0,3121,1670,1380,2977,3108,130,4 ล้อ
93.0,3821,1500,1640,1531,1696,147,4 ล้อ
59.0,17717,3110,2520,3483,4312,1068,มากกว่า 6 
31.0,20000,3630,2550,6559,7042,2353,มากกว่า 6 
80.0,3649,1420,1530,2983,3165,164,4 ล้อ
71.0,17565,3540,2460,8509,8639,880,มากกว่า 6 
78.0,12500,3930,2530,8007,8487,630,มากกว่า 6 
57.0,8000,3210,2360,3484,3665,392,6 ล้อ
97.0,4864,1780,1670,7658,7741,179,4 ล้อ
86.0,4711,1630,1650,1896,2061,196,4 ล้อ
70.0,10319,3900,2560,2565,2729,530,6 ล้อ
64.0,8000,2500,2290,10743,10890,412,6 ล้อ
75.0,16405,3440,2500,951,1133,778,มากกว่า 6 
68.0,17167,4450,2500,5002,5511,896,มากกว่า 6 
67.0,17250,4470,2500,3230,3649,924,มากกว่า 6 
27.0,9284,2930,2610,2765,3464,1215,มากกว่า 6 
98.0,5200,1710,890,2596,2743,198,4 ล้อ
61.0,16852,3540,2670,4322,5115,979,มากกว่า 6 
74.0,8000,3370,2450,2482,3064,326,6 ล้อ
65.0,16555,4450,2490,6043,6945,908,มากกว่า 6 
44.0,12520,3940,1550,2406,3333,1012,6 ล้อ
24.0,3564,1480,1610,2880,3613,514,4 ล้อ
75.0,10157,3840,2490,10308,10520,481,6 ล้อ
66.0,9350,3750,2630,2296,2496,508,6 ล้อ
49.0,4567,1810,1790,1797,2145,330,4 ล้อ
95.0,4773,2420,1530,2768,2932,179,4 ล้อ
66.0,12039,3370,2500,3107,4065,648,มากกว่า 6 
106.0,3356,1350,1610,2766,2897,113,4 ล้อ
38.0,5000,2390,2030,2732,3146,428,6 ล้อ
59.0,17656,4180,2490,19033,19410,1063,มากกว่า 6 
76.0,19642,3810,2930,1533,2478,924,มากกว่า 6 
37.0,18000,4470,2490,4119,4598,1845,มากกว่า 6 
75.0,9354,2830,2490,913,1111,446,มากกว่า 6 
82.0,8000,3040,2460,785,966,343,6 ล้อ
78.0,9259,3830,2600,916,1065,425,มากกว่า 6 
72.0,20000,3510,3250,4826,4959,995,มากกว่า 6 
65.0,13000,4010,2570,69884,70343,579,มากกว่า 6 
93.0,8688,3170,2480,1167,1362,333,6 ล้อ
72.0,11658,3370,2570,3369,3517,578,มากกว่า 6 
76.0,12500,3430,2550,14990,15649,604,มากกว่า 6 
97.0,4452,1430,1450,1882,2063,164,4 ล้อ
69.0,18529,4160,2580,6538,7362,959,มากกว่า 6 
76.0,10211,3840,2580,14454,14619,480,6 ล้อ
82.0,8000,3350,2370,8143,8340,315,6 ล้อ
78.0,9630,3940,2650,8793,9024,441,มากกว่า 6 
82.0,9923,3820,2530,6961,7108,430,มากกว่า 6 
45.0,4807,1800,1370,1416,1747,380,4 ล้อ
62.0,17000,4620,2780,5345,5593,942,มากกว่า 6 
61.0,13000,4250,2590,24112,24859,716,มากกว่า 6 
80.0,8059,3470,2430,2033,2213,362,6 ล้อ
33.0,3803,1430,1470,1101,1664,414,4 ล้อ
74.0,9514,3830,2510,3379,3560,458,6 ล้อ
59.0,10215,3760,2560,3515,4093,613,6 ล้อ
74.0,8587,3020,2400,866,1112,412,6 ล้อ
72.0,18387,3020,2760,20882,21097,910,มากกว่า 6 
94.0,4253,2190,1620,2318,2467,162,4 ล้อ
79.0,15275,4450,2500,50287,50401,691,มากกว่า 6 
101.0,5086,1730,1620,1067,1215,181,4 ล้อ
75.0,14906,4460,2510,2582,2697,707,มากกว่า 6 
104.0,4694,2690,1880,885,1031,161,4 ล้อ
64.0,10827,3840,2550,2717,2881,604,6 ล้อ
77.0,16741,4430,2530,1778,1976,773,มากกว่า 6 
75.0,17185,3500,2540,4967,5166,817,มากกว่า 6 
71.0,9042,3840,2590,4518,4649,458,6 ล้อ
88.0,4417,1880,1600,1337,1533,179,4 ล้อ
78.0,8975,3130,2550,9796,10009,409,มากกว่า 6 
77.0,9602,3970,1610,2048,2262,443,มากกว่า 6 
85.0,4268,1880,1600,3084,3215,180,4 ล้อ
105.0,4806,1660,1470,2915,3046,164,4 ล้อ
65.0,9786,3880,2560,7298,7494,541,6 ล้อ
69.0,8903,3410,2390,1944,2223,464,6 ล้อ
73.0,14593,4020,2590,2179,2393,713,มากกว่า 6 
86.0,3555,1510,1520,3547,3745,148,4 ล้อ
56.0,8307,3210,1800,2055,2367,530,6 ล้อ
91.0,4155,1770,1630,2199,2347,163,4 ล้อ
76.0,10256,3740,2550,1451,1697,480,6 ล้อ
97.0,3975,1440,1340,9022,9154,147,4 ล้อ
75.0,9695,3790,2560,2668,2882,463,6 ล้อ
74.0,11306,2800,2570,3983,4528,547,มากกว่า 6 
78.0,17402,3140,2380,7174,7422,794,มากกว่า 6 
92.0,8351,3240,2100,987,1200,326,6 ล้อ
67.0,9530,3810,2510,5327,6224,508,6 ล้อ
61.0,8471,4260,2170,4282,4598,493,มากกว่า 6 
68.0,9406,3730,2440,1880,2012,493,6 ล้อ
63.0,10241,3850,2570,2366,2513,582,6 ล้อ
59.0,15782,4010,2510,7559,7740,957,มากกว่า 6 
84.0,4240,1810,1650,984,1115,180,4 ล้อ
92.0,4213,1720,1590,4263,4377,163,4 ล้อ
91.0,4545,2060,1510,1434,1598,179,4 ล้อ
94.0,9528,3870,2590,4365,4529,362,6 ล้อ
96.0,3498,1540,1600,1618,1767,130,4 ล้อ
66.0,17824,4420,2460,7757,7921,963,มากกว่า 6 
59.0,5167,1620,1660,1299,1678,315,4 ล้อ
69.0,15646,4460,2550,7062,7276,807,มากกว่า 6 
102.0,12500,4220,1910,12237,12385,458,มากกว่า 6 
42.0,8000,3710,2320,1887,3417,633,6 ล้อ
65.0,15603,4460,2540,818,1433,857,มากกว่า 6 
84.0,9173,3680,2550,26374,26538,391,6 ล้อ
111.0,4531,1750,1640,4286,4449,146,4 ล้อ
77.0,8000,3920,2580,10274,10670,358,6 ล้อ
64.0,17000,4580,2600,1706,2649,941,มากกว่า 6 
49.0,12771,4220,1970,2171,3001,927,มากกว่า 6 
107.0,4355,1790,1610,2931,3063,146,4 ล้อ
70.0,16131,4470,2490,1016,1197,823,มากกว่า 6 
92.0,3777,1430,1290,4364,4495,147,4 ล้อ
76.0,5200,1770,1290,1913,2144,248,4 ล้อ
67.0,16220,4040,2520,3751,3950,859,มากกว่า 6 
79.0,14863,4040,2000,4985,5183,675,มากกว่า 6 
70.0,8000,3810,2540,1959,2452,380,6 ล้อ
67.0,17878,3580,2550,4276,4438,951,มากกว่า 6 
73.0,4320,2530,1690,1654,1818,211,4 ล้อ
70.0,8000,3380,2410,3936,4266,359,6 ล้อ
70.0,9318,3790,1400,2068,2316,476,6 ล้อ
69.0,11481,3990,2590,2345,2462,591,6 ล้อ
60.0,5200,1660,1630,3833,4046,313,4 ล้อ
74.0,9879,3900,2430,415,532,476,6 ล้อ
86.0,9877,3820,2630,13625,13837,412,6 ล้อ
68.0,15657,4490,2500,7126,7574,823,มากกว่า 6 
101.0,4153,1380,1540,1568,1733,147,4 ล้อ
58.0,17026,4140,2570,6466,6614,1046,มากกว่า 6 
84.0,5006,1670,1620,1086,1267,213,4 ล้อ
71.0,10241,3920,2560,8027,8158,512,มากกว่า 6 
78.0,5049,1750,1720,667,865,231,4 ล้อ
95.0,3459,1410,1660,3843,4008,130,4 ล้อ
44.0,5200,1370,1470,1683,2399,515,4 ล้อ
83.0,19452,4090,2370,7252,7433,842,มากกว่า 6 
92.0,4217,1680,1150,10276,10424,164,4 ล้อ
49.0,10260,3890,2590,1378,2095,751,6 ล้อ
92.0,10641,3840,2220,5944,6125,412,6 ล้อ
82.0,17564,4470,2510,5262,5328,762,มากกว่า 6 
98.0,4024,1360,1200,2184,2348,147,4 ล้อ
64.0,8000,2670,2350,6878,7358,413,6 ล้อ
90.0,16319,3660,2560,1287,1435,648,มากกว่า 6 
32.0,9870,3960,2590,1751,2216,1079,6 ล้อ
51.0,9793,3870,2540,3484,3682,680,6 ล้อ
88.0,8850,3920,2520,2120,2301,358,มากกว่า 6 
98.0,4520,1810,1100,2649,2815,165,4 ล้อ
112.0,3561,1550,1240,2720,2884,114,4 ล้อ
69.0,9766,3800,2600,6297,6462,508,6 ล้อ
81.0,9632,3810,2600,3997,4211,425,6 ล้อ
69.0,11748,3520,2560,7426,7675,610,มากกว่า 6 
75.0,16033,3510,2330,4732,4980,761,มากกว่า 6 
54.0,16160,3660,2650,3765,3929,1062,มากกว่า 6 
74.0,13000,3820,2550,3318,3498,608,มากกว่า 6 
40.0,10180,3950,2590,5846,6178,901,มากกว่า 6 
81.0,5941,2810,1840,669,850,262,6 ล้อ
67.0,8064,3210,2410,6993,7640,428,6 ล้อ
69.0,16018,3630,2670,21299,21479,833,มากกว่า 6 
61.0,9227,3780,2390,22309,23191,542,6 ล้อ
73.0,10202,3880,2600,2270,2384,496,6 ล้อ
67.0,8000,2670,2420,7044,7208,395,6 ล้อ
74.0,15749,4440,2510,19917,20065,762,มากกว่า 6 
97.0,4879,1750,1610,784,965,180,4 ล้อ
95.0,3437,1470,1590,1051,1232,130,4 ล้อ
99.0,4063,1610,1710,10891,11056,146,4 ล้อ
80.0,9471,3730,2580,10058,10240,425,6 ล้อ
75.0,17413,4010,2460,8311,8544,830,มากกว่า 6 
77.0,17216,3800,2540,4000,4212,796,มากกว่า 6 
78.0,4650,1630,1540,1134,1348,213,4 ล้อ
118.0,4873,1390,1720,2686,2800,147,4 ล้อ
75.0,9763,3580,2520,2415,2628,464,มากกว่า 6 
69.0,9104,3200,2580,4013,4261,469,มากกว่า 6 
61.0,9101,2830,2510,2851,2999,534,มากกว่า 6 
95.0,8000,2480,2260,30758,31618,230,6 ล้อ
74.0,4457,1620,1030,1746,1911,214,4 ล้อ
87.0,8823,3360,2360,8142,8289,364,6 ล้อ
78.0,19351,3960,2610,2480,2630,892,มากกว่า 6 
34.0,9276,3480,2770,10784,11016,964,มากกว่า 6 
92.0,4620,1910,1760,7959,8108,179,4 ล้อ
66.0,8000,3220,2550,3146,3360,376,6 ล้อ
72.0,8214,3160,2430,1374,2333,410,6 ล้อ
86.0,3530,1430,1560,4683,4831,147,4 ล้อ
64.0,15469,3330,2520,4697,4811,862,มากกว่า 6 
72.0,8000,3760,2090,3126,3376,375,6 ล้อ
66.0,16320,3440,2530,4476,4624,878,มากกว่า 6 
67.0,17103,3370,2790,10428,10545,909,มากกว่า 6 
37.0,8683,3340,2490,1533,2030,830,6 ล้อ
83.0,4203,1780,1660,1614,1778,180,4 ล้อ
70.0,9371,3740,2650,2353,2501,475,6 ล้อ
100.0,4575,1670,1740,2102,2233,163,4 ล้อ
65.0,10710,4100,2670,7132,7396,590,6 ล้อ
64.0,18774,3930,2630,5626,5790,1041,มากกว่า 6 
91.0,4589,1770,1620,1471,1636,180,4 ล้อ
76.0,4531,2270,1850,1834,1998,212,4 ล้อ
74.0,11541,4490,2530,3898,4161,558,6 ล้อ
69.0,9522,3690,2570,29392,29605,493,6 ล้อ
76.0,9868,3700,2540,5807,6023,463,6 ล้อ
65.0,16261,3430,2550,4428,4576,895,มากกว่า 6 
64.0,15779,4410,2500,2355,2864,874,มากกว่า 6 
22.0,5154,1590,1690,2767,3615,830,4 ล้อ
73.0,12500,4190,2540,5232,5596,658,มากกว่า 6 
82.0,10189,3830,2560,8377,8525,447,6 ล้อ
71.0,8000,3230,2170,1186,1284,313,6 ล้อ
78.0,3970,1560,1650,1834,2048,180,4 ล้อ
68.0,8000,2510,2460,4165,4533,415,6 ล้อ
74.0,9879,3820,2220,12309,12373,475,6 ล้อ
73.0,17629,4090,2700,1030,2029,863,มากกว่า 6 
20.0,5115,1770,1800,1585,2334,897,4 ล้อ
68.0,10715,3890,2440,8894,9774,562,6 ล้อ
72.0,17436,4090,2600,2589,2851,863,มากกว่า 6 
67.0,12034,3800,2590,2602,3145,642,6 ล้อ
89.0,9125,2420,2430,4857,4906,367,6 ล้อ
73.0,8000,3540,1520,1902,2117,327,6 ล้อ
88.0,3606,1490,1350,1519,1667,147,4 ล้อ
94.0,4704,1930,1390,2800,2931,179,4 ล้อ
75.0,11716,4300,2410,6081,6295,558,มากกว่า 6 
89.0,8000,3460,2010,26361,26475,279,6 ล้อ
94.0,4723,1670,1680,835,1033,180,4 ล้อ
68.0,16679,4490,2540,13801,13983,875,มากกว่า 6 
72.0,4298,1810,1700,1872,2119,213,4 ล้อ
66.0,9506,3850,2570,12724,12856,512,6 ล้อ
96.0,4334,2690,1540,4449,4630,161,4 ล้อ
87.0,4784,1790,1760,1829,2010,196,4 ล้อ
96.0,4393,1450,1510,1622,1769,163,4 ล้อ
91.0,5052,2440,1290,41042,41173,198,4 ล้อ
25.0,5200,1450,1140,901,1533,765,4 ล้อ
69.0,8000,3450,2400,4800,5447,392,6 ล้อ
85.0,3902,1510,1680,1252,1416,164,4 ล้อ
69.0,18000,2940,2330,12906,13103,1011,มากกว่า 6 
51.0,17051,3560,2520,788,1071,1200,มากกว่า 6 
97.0,4013,1770,870,58666,58798,148,4 ล้อ
79.0,9502,3370,2470,20102,20849,430,6 ล้อ
78.0,8942,3030,2520,4084,4281,410,6 ล้อ
90.0,3716,1350,1090,1437,1584,147,4 ล้อ
65.0,11144,3910,2580,9221,9452,613,6 ล้อ
70.0,5000,2690,1820,1480,1645,244,4 ล้อ
65.0,17000,3430,1980,1249,1448,895,มากกว่า 6 
55.0,17580,3540,2570,22281,23327,1131,มากกว่า 6 
83.0,9000,3020,2240,1238,1665,396,6 ล้อ
44.0,10483,3680,2470,1813,2212,850,6 ล้อ
66.0,9456,3520,2230,386,567,512,6 ล้อ
84.0,4604,2540,1590,7678,7843,195,4 ล้อ
70.0,11539,4080,2510,2580,2728,592,มากกว่า 6 
66.0,18000,3930,2540,4165,4379,980,มากกว่า 6 
106.0,4363,1760,1490,11688,11852,146,4 ล้อ
67.0,9551,3950,2410,5994,6143,508,6 ล้อ
72.0,10086,3770,2510,4013,4211,499,6 ล้อ
63.0,5200,1970,1640,1880,2045,297,4 ล้อ
79.0,17942,4090,2620,11323,11520,813,มากกว่า 6 
64.0,9802,4160,2610,1349,1563,546,6 ล้อ
69.0,8331,2970,2190,8602,9588,430,มากกว่า 6 
67.0,10201,3840,2610,14148,14413,547,มากกว่า 6 
70.0,8000,2960,2340,5329,5477,326,6 ล้อ
73.0,19337,3000,2710,3664,3862,948,มากกว่า 6 
99.0,3146,1360,1088,2512,2677,114,4 ล้อ
65.0,9302,3970,2630,13270,13452,507,6 ล้อ
74.0,18000,3550,2530,1703,2639,883,มากกว่า 6 
61.0,9473,3910,2580,1102,1381,558,มากกว่า 6 
70.0,16571,4110,2440,17735,18178,842,มากกว่า 6 
65.0,9989,3850,2560,716,978,547,6 ล้อ
50.0,9539,3430,2300,1600,1930,679,6 ล้อ
88.0,4022,1760,1050,1088,1286,164,4 ล้อ
41.0,18000,4110,2530,3427,4025,1593,มากกว่า 6 
78.0,16668,4440,1400,1779,1961,759,มากกว่า 6 
82.0,8277,3480,2490,2466,2649,363,6 ล้อ
100.0,4099,1820,1570,2180,2345,146,4 ล้อ
68.0,8000,3850,2260,515,730,396,6 ล้อ
78.0,17586,4430,2470,1482,1613,807,มากกว่า 6 
96.0,3512,1360,1560,10260,10358,130,4 ล้อ
68.0,17000,3170,2270,1050,1531,882,มากกว่า 6 
59.0,18000,3600,1860,7308,7573,1180,มากกว่า 6 
76.0,17146,4080,2480,4049,4214,807,มากกว่า 6 
70.0,9992,3900,2630,19931,20129,512,6 ล้อ
88.0,4419,1780,1740,2733,2915,180,4 ล้อ
82.0,4910,2020,1630,837,985,213,4 ล้อ
84.0,8760,3820,2520,12628,13088,374,6 ล้อ
88.0,8531,2940,2100,1165,1282,346,6 ล้อ
67.0,18000,4090,2780,33977,35244,1011,มากกว่า 6 
112.0,4072,2180,1460,42660,42804,130,4 ล้อ
89.0,4935,2520,1520,100592,100724,197,4 ล้อ
63.0,8473,3720,2480,2683,2965,479,6 ล้อ
84.0,3846,1440,1570,3387,3567,164,4 ล้อ
51.0,3777,1590,1340,1998,2263,263,4 ล้อ
